landseg,landuse,thisyear,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A51185,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51187,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51191,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51193,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51195,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51197,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51199,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51510,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51515,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51520,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51530,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51540,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51550,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51570,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51580,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51590,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51595,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51600,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51610,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51620,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51630,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51640,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51650,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51660,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51670,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51678,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51680,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51683,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51685,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51690,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51700,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51710,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51720,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51730,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51735,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51740,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51750,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51760,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51770,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51775,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51790,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51800,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51810,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51820,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51830,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51840,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A54003,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54023,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A54027,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54031,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54037,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54057,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54063,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54065,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54071,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A54077,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A54093,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
B24001,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B24021,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B37005,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B37009,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42001,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B42009,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42015,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42027,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42035,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42041,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42043,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42055,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42079,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42081,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42119,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B42131,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51003,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B51009,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51015,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51017,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51019,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B51023,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51035,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51061,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B51067,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B51071,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51077,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51079,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B51091,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51105,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51113,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B51125,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51139,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51141,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51157,urs,1992,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
B51161,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51163,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51165,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51167,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
B51169,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51171,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51173,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51185,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51187,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51191,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51197,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B54023,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
B54031,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B54057,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B54071,urs,1992,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
C42009,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
C51015,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
C51071,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
C51165,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
B51195,urs,1992,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A10001,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A10003,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A10005,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A11001,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A24001,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A24003,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24005,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24009,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24011,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24013,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24015,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24017,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24019,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24021,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24023,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A24025,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24027,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24029,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24031,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24033,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24035,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24037,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24039,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A24041,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24043,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A24045,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24047,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A24510,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A36003,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36007,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36011,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36015,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36017,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36023,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36025,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36043,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36051,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36053,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36065,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36067,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36069,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36077,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36095,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36097,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36101,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36107,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36109,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A36123,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A37001,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37005,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A37009,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A37033,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37067,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37077,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37081,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37131,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A37135,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37145,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37157,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37169,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37171,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37181,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A37185,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A37189,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42001,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A42009,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42011,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42013,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42015,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42021,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42023,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A42025,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42027,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42029,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A42033,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42035,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42037,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42041,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42043,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42047,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42055,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42057,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42061,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42063,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42065,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42067,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42069,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42071,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A42075,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42079,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42081,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42083,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42087,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42093,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42097,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42099,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42105,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42107,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42109,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42111,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42113,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42115,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42117,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42119,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42127,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42131,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A42133,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A47091,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A47163,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51001,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51003,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51005,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51007,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51009,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51011,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51013,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51015,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51017,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51019,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51021,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51023,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51025,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51027,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51029,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51031,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51033,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51035,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51036,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51037,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51041,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51043,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51045,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
A51047,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51049,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51051,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51053,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51057,urs,1997,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
A51059,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51061,urs,1997,0.061,0.061,0.055,0.1,0.545,0.95,0.95,0.883,0.68,0.076,0.068,0.061
A51063,urs,1997,0.068,0.068,0.061,0.055,0.1,0.545,0.95,0.887,0.683,0.084,0.076,0.068
